source,text
"""قانون سوق رأس المال - مادة (14 مكررًا / 17)""",يُصدر مجلس إدارة الهيئة معايير المحاسبة والمراجعة التي تلتزم بها الشركات المصدرة للصكوك والشركات المستفيدة ومراقبي حساباتهم، وله أن يعتمد أي معايير محاسبة ومراجعة أخرى صادرة عن إحدى الجهات الدولية ذات الاختصاص.
"""قانون سوق رأس المال - مادة (14 مكررًا / 18)""",تلتزم الجهة المستفيدة بأداء ناتج قيمة الصكوك في نهاية أجلها لمالكيها، وتتعهد بشراء موجوداتها القائمة في نهاية مدة الصكوك. ويجوز التعهد بشراء هذه الموجودات قبل نهاية مدة الصكوك، وتحدد هذه القيمة وفقًا للضوابط التي تتضمنها نشرة الاكتتاب.
"""قانون سوق رأس المال - مادة (14 مكررًا / 19)""",تعفى من ضريبة القيمة المضافة، ومن جميع الضرائب والرسوم أيًا كان نوعها، جميع التصرفات التي تتم فيما بين الجهة المصدرة وبين شركة التصكيك شريطة عدم التصرف في هذه الأصول للغير أو تغيير هيكل ملكية شركة التصكيك، ويشمل هذا الإعفاء ما يأتي: (أ) التصرفات العقارية، وتسجيل العقارات اللازمة لنقل ملكية الأصول العقارية التي تتم بين الجهة المصدرة وشركة التصكيك، سواء عند إصدار الصكوك أو عند إعادتها للجهة المصدرة في نهاية مدة الإصدار. (ب) تسجيل الموجودات والأصول والمنافع التي تتم بين الجهة المستفيدة وشركة التصكيك سواء عند إصدار الصكوك أو إعادتها للجهة المستفيدة في نهاية مدة الإصدار. وتسري على توزيعات العائد أو الأرباح المقررة لحملة الصكوك وعلى ناتج التعامل على الصكوك المعاملة الضريبية المقررة لسندات الشركات.
"""قانون سوق رأس المال - مادة (15)""",يتم قيد وتداول الأوراق المالية في سوق تسمى بورصة الأوراق المالية. ويجوز قيد الورقة المالية أو الأداة المالية في أكثر من بورصة بموافقة الهيئة، ووفقًا للشروط والضوابط التي يصدر بها قرار من مجلس إدارة الهيئة.
"""قانون سوق رأس المال - مادة (16)""",تقيد الأوراق المالية في جداول البورصة بناء على طلب الجهة المصدرة لها، ويتم قيد الورقة وشطبها بقرار من إدارة البورصة وفقاً للقواعد والشروط والأحكام التي يضعها مجلس إدارة الهيئة على أن يفرد جدول خاص تقيد به الأوراق المالية الأجنبية. ويجوز أن تتضمن قواعد القيد شروطاً خاصة للتصديق على بعض قرارات الجمعيات العامة للشركات المقيد لها أوراق مالية بالبورصة.
"""قانون سوق رأس المال - مادة (17)""",لا يجوز تداول الأوراق المالية المقيدة في أية بورصة خارجها وإلا وقع التداول باطلا. ويصدر مجلس إدارة الهيئة قرارًا بقواعد وإجراءات التعامل على الأوراق المالية غير المقيدة بجداول البورصات المصرية، وإجراءات نقل ملكيتها. وعلى البورصة أن توافي الهيئة بالبيانات والتقارير الدورية التي تحددها اللائحة التنفيذية.
"""قانون سوق رأس المال - مادة (18)""",في حالة قيد الأوراق المالية لدى إحدى الشركات المرخص لها بنشاط حفظ المركزي أو إدارة سجلات الأوراق المالية، تحل الوثائق التي تصدرها هذه الشركات محل صكوك الأوراق المالية في التعامل وحضور الجمعيات العامة للمساهمين وصرف الأرباح والرهن واستخدام حقوق الأولوية وغير ذلك وفقا للشروط والإجراءات التي تحددها اللائحة التنفيذية. ويكون التعامل في الأوراق المالية المقيدة بالبورصة بواسطة إحدى الشركات المرخص لها بتلك وإلا وقع التعامل باطلا، وتضمن الشركة سلامة العملية التي تتم بواسطتها، وتبين اللائحة التنفيذية الأعمال التي يحظر على الشركة القيام بها.
"""قانون سوق رأس المال - مادة (19)""",تمسك كل بورصة سجلا تقيد به الشركات المرخص لها بالعمل في مجال الأوراق المالية التي تباشر نشاطها بها، ويتم القيد مقابل رسم مقداره عشرة آلاف جنيه واشتراك سنوي مقداره 1% من رأس مال الشركة بحد أقصى خمسة آلاف جنيه.
"""قانون سوق رأس المال - مادة (20)""",تبين اللائحة التنفيذية الأحكام المنظمة لعقد عمليات التداول والمقاصة والتسوية في عمليات الأوراق المالية ونشر المعلومات عن التداول.
"""قانون سوق رأس المال - مادة (20 مكررًا)""",يحظر على الأشخاص الذين تتوافر لديهم معلومات عن المراكز المالية للشركات المقيدة بالبورصة أو نتائج أنشطتها وغيرها من المعلومات التي يكون من شأنها التأثير على أوضاع هذه الشركات، التعامل عليها لحسابهم الشخصي قبل الإعلان أو الإفصاح عنها للجمهور. كما يحظر على هؤلاء الأشخاص إفشاء تلك المعلومات للغير بصورة مباشرة أو غير مباشرة. وتحدد اللائحة التنفيذية لهذا القانون وقواعد القيد بالبورصة نوعية المعلومات التي يكون من شأنها التأثير على عمليات التداول.
"""قانون سوق رأس المال - مادة (21)""",يجوز بقرار من رئيس البورصة وقف عروض وطلبات التداول التي ترمي إلى التلاعب في الأسعار. ويكون له إلغاء العمليات التي تعقد بالمخالفة لأحكام القوانين واللوائح والقرارات الصادرة تنفيذا لها أو التي تتم بسعر لا مبرر له. كما يجوز له وقف التعامل على ورقة مالية إذا كان من شأن استمرار التعامل بها الإضرار بالسوق أو المتعاملين فيه. ولرئيس الهيئة أن يتخذ في الوقت المناسب أيا من الإجراءات السابقة.
"""قانون سوق رأس المال - مادة (21 مكررًا)""",لرئيس الهيئة إيقاف أحد المتعاملين عن شراء الأوراق المالية في بورصات الأوراق المالية المصرية، سواء كان العميل يتعامل باسمه ولحسابه أو لحساب أو لصالح مستفيد آخر، إذا ارتكب مخالفة تتعلق بالتلاعب في أسعار الأوراق المالية، أو أي مخالفة أخرى لأحكام هذا القانون وذلك بناءً على تحقيقات تجريها الهيئة، ويكون الإيقاف بقرار مسبب لمدة لا تجاوز ستة أشهر. ولرئيس البورصة اتخاذ الإجراءات اتخاذ ذات الإجراءات الواردة في هذه المادة وفقًا للضوابط التي يضعها مجلس إدارة الهيئة.
"""قانون سوق رأس المال - مادة (22)""",يجوز لرئيس الهيئة إذا طرأت ظروف خطيرة أن يقرر تعيين حد أعلى وحد أدنى لأسعار الأوراق المالية بأسعار القفل في اليوم السابق على القرار، وتفرض هذه الأسعار على المتعاقدين في جميع بورصات الأوراق المالية. ويبلغ القرار فور اتخاذه إلى الوزير، وللوزير أن يوقف تنفيذه، ويبين طريقة تعيين الأسعار ومراقبة الأعمال في البورصات. وللوزير من تلقاء نفسه أن يصدر قرارا بما يتخذ من إجراءات الظروف المشار إليها.
"""قانون سوق رأس المال - مادة (23)""",ينشأ بقرار من رئيس مجلس الوزراء بناءً على اقتراح مجلس إدارة الهيئة صندوق خاص لتأمين المتعاملين من المخاطر غير التجارية عن أنشطة الشركات المقيدة لها أوراق أو أدوات مالية بالبورصات المصرية أو العاملة في مجال الأوراق المالية والأدوات المالية. وتكون له الشخصية المعنوية الخاصة. ويحدد القرار الصادر به نظام إدارته، وقواعد اشتراك الشركات المشار إليها في عضوية مجلس إدارته، ونسبة مساهمة كل منها في موارده، ومقابل التأخير في الوفاء بهذه المساهمة، وأي مبالغ تُستحق للصندوق عن المواعيد المحددة للوفاء بها، وكذلك قواعد إنفاق هذه الموارد واستثمارها، والمخاطر التي يؤمنها الصندوق، وأسس التعويض عنها، وما يجب اتباعه بشأن الحسابات الخاصة بكل فئة من الفئات المشتركة في الصندوق، وضوابط الصرف من هذه الحسابات على المخاطر التي يغطيها تبعًا لكل فئة.
"""قانون سوق رأس المال - مادة (24)""",يصدر الوزير المختص بناءً على اقتراح مجلس إدارة الهيئة قرارًا بنظام عمولات السمسرة، والحدود القصوى لمقابل الخدمات عن العمليات التي تتم في البورصات، ورسوم ومقابل قيد الأوراق المالية أو الأدوات المالية بها بما لا يجاوز سنويًا اثنين في الألف من قيمة الأسهم والأدوات المالية المرتبطة بها، والمطلوب قيدها بحد أقصى مقدره خمسمائة ألف جنيه، وخمسون ألف جنيه كحد أقصى للسندات وصكوك الدين وأدوات الدين الأخرى. ولا تُستحق الرسوم المنصوص عليها في هذه المادة على قيد الأوراق المالية أو الأدوات المالية التي تصدرها الدولة.
"""قانون سوق رأس المال - مادة (25)""",تستمر بورصتا القاهرة والإسكندرية في مباشرة نشاطهما كشخص اعتباري عام واحد تحت مسمى “البورصة المصرية”. ويصدر بالأحكام المنظمة لإدارتها وشئونها المالية قرار من رئيس الجمهورية.
"""قانون سوق رأس المال - مادة (26)""",يجوز بموافقة مجلس إدارة الهيئة إنشاء بورصات، تكون لها الشخصية المعنوية الخاصة، تتخذ شكل شركة مساهمة، ويقتصر التداول فيها على نوع أو أكثر من الأوراق المالية. ولا يجوز للبورصة مزاولة نشاطها إلا بعد الحصول على ترخيص بذلك من الهيئة. ويصدر مجلس إدارة الهيئة قرارًا بالشروط التي يلزم توافرها في شركة المساهمة التي يجوز ترخيص لها بنشاط البورصة، على أن يتضمن القرار المتطلبات الخاصة بالمساهمين، ورأس المال، وتشكيل مجلس الإدارة، وقواعد الحوكمة، وغيرها من العناصر الفنية والإدارية. كما يصدر مجلس إدارة الهيئة قرارًا بالضوابط المنظمة للتقدم بطلب الحصول على الموافقة على إنشاء بورصة خاصة، على أن تتضمن تقديم دراسة فنية وإدارية ومالية للبورصة المطلوب إنشاؤها، وكيفية التحقق من استيفاء الشروط المتطلبة في الشركة. ويحدد مجلس إدارة الهيئة رسوم الترخيص بما لا يجاوز مائة ألف جنيه. وتصدر الهيئة نموذج النظام الأساسي لشركة البورصة متضمنًا القواعد التي تكفل حسن إدارتها وعلى الأخص ما يأتي: الشروط الواجب توافرها في هيكل المساهمين بالشركة، وأعضاء مجلس إداراتها، والمديرين التنفيذيين، وأعضاء لجنة العضوية، وغيرها من اللجان. قواعد تجنب حالات تعارض المصالح لدى أعضاء مجلس الإدارة والعاملين بالبورصة، وعدم استخدام المعلومات المتوافرة لأي منهم لمصلحته الشخصية، أو إفشائها للغير. أسلوب تشكيل وتنظيم العمل بلجان البورصة. اختصاص مجلس إدارة البورصة بإعداد القوائم المالية وفقًا لمعايير المحاسبة المصرية. ويكون للشركة مراقبان للحسابات من بين المقيدين بسجل مراقبي الحسابات بالهيئة، يتم اختيارهما وتحدد أتعابهما بقرار من الجمعية العامة للشركة. وتنظم اللائحة التنفيذية إجراءات وقف نشاط البورصة اختياريًا، وما يترتب على ذلك، وإجراءات تصفيتها في هذه الحالة. وتسري على شركة البورصة أحكام المادة (31) من هذا القانون.
"""قانون سوق رأس المال - مادة (26 مكررًا)""",في تطبيق أحكام هذا الباب، يقصد بالكلمات والعبارات التالية المعنى المبين قرين كل منها: بورصة العقود الآجلة: بورصة تنشأ وفقًا لأحكام المادة (26) من هذا القانون، يتم التداول فيها على العقود التي يشتق قيمتها من قيمة أصول مالية، أو عينية، أو مؤشرات الأسعار أو أوراق مالية أو سلع أو أدوات مالية أو غيرها من المؤشرات التي تحددها الهيئة، سواء كانت في شكل عقود مستقبلية، أو عقود خيارات، أو عقود المبادلة، وغيرها من العقود النمطية. العقود المستقبلية: عقود نمطية لشراء أو بيع سلع أو أوراق مالية أو غيرها من الأدوات المالية التي توافق عليها الهيئة، يكون تنفيذها في موعد مستقبلي على أساس سعر تنفيذ يُتفق عليه وقت إبرام العقد، وتكون العقود المستقبلية على السلع منمطة وفقًا للمواصفات والجودة والكمية ومكان التسليم، بما يتفق مع القواعد التي تضعها إدارة البورصة. عقود الخيارات: العقود التي تتوافر فيها الشروط المشار إليها في العقود المستقبلية، متى كانت تعطى لمشتري العقد الحق في شراء أو بيع كمية من السلع أو الأوراق المالية وغيرها من الأدوات المالية في تاريخ محدد أو خلال فترة زمنية محددة بسعر تنفيذ يتم الاتفاق عليه وقت إبرام التعاقد. عقود المبادلة: عقود المبادلة أصل أو مؤشر أو أداة مالية أو ورقة مالية أخرى وفقًا لبنود العقد الذي يجب أن يحدد فيه وقت إبرامه سعر التنفيذ (سعر المبادلة) وتواريخ المبادلة، وتاريخ انتهائه. التداول: شراء أو بيع العقود بما فيها العقود المستقبلية وعقود الخيارات أو عقود المبادلة أو غيرها من العقود المقيدة في جداول البورصة، وفقًا لشروط التداول ببورصة العقود الآجلة التي يضعها مجلس إدارة البورصة، ويعتمدها مجلس إدارة الهيئة. شركة الوساطة في العقود: الشركة المرخص لها من الهيئة بمزاولة نشاط السمسرة والوساطة في شراء وبيع كافة أنواع العقود باسم ولحساب عملائها. منفذ الأوامر: الشخص الطبيعي من العاملين لدى شركة الوساطة المرخص له من الهيئة بتنفيذ أوامر الشراء والبيع لكافة أنواع العقود. الأعضاء المتعاملين على العقود: كل عضو بالبورصة يتعامل على العقود محل السلع يرخص له من الهيئة وفقًا للشروط والقواعد التي يصدر بها مجلس إدارة الهيئة. مركز المقاصة والتسوية: الشركة أو الجهة المرخص لها بإتمام تسوية المراكز المالية الناشئة عن تداول وتنفيذ العقود بأنواعها المختلفة. المخازن المعتمدة للسلع: المخازن بأنواعها المختلفة التي تخزن بها السلع محل العقود وفقًا للشروط والضوابط التي تحددها وحدة الإشراف والرقابة على المخازن المعتمدة للسلع المنشأة بحكم المادة (26 مكررًا 6). خبراء تصنيف السلع: الخبراء المرخص لهم من وحدة الإشراف والرقابة على المخازن المعتمدة للسلع لتصنيف وتحديد مواصفات الجودة ودرجات السلع محل العقود بأنواعها المختلفة.
"""قانون سوق رأس المال - مادة (26 مكررًا / 1)""",مع مراعاة أحكام المادة (26) من هذا القانون، يجب أن يكون لبورصة العقود الآجلة عقد تأسيس ونظام أساسي وفقًا للنموذج الذي تضعه الهيئة، وألا يقل رأسمالها المصدر والمدفوع نقدًا عن عشرين مليون جنيه مصري. ويجوز للبورصة المصرية تأسيس شركة مساهمة لمزاولة نشاط بورصات العقود الآجلة، ولها أن تزاول نشاط تداول العقود المشتقة من الأوراق المالية المقيدة بها دون الحاجة لتأسيس شركة. ويُصدر مجلس إدارة الهيئة قرارًا بقواعد ومعايير وهيكل مساهمي بورصة العقود الآجلة.
"""قانون سوق رأس المال - مادة (26 مكررًا / 2)""","يُصدر مجلس إدارة الهيئة قرارًا بأحكام وشروط وإجراءات الترخيص بمزاولة النشاط لبورصات العقود الآجلة، يتضمن الالتزام بأداء تأمين للهيئة، ومقدار قيمته، والإجراءات المنظمة للخصم منه، وأحوال وإجراءات استكماله، وإدارة الهيئة لحصيلته. ويجب أن يرفق بطلب التراخيص ما يأتي: ١– أنواع العقود التي تجرى التعامل عليها في البورصة من بين العقود المستقبلية أو عقود الخيارات أو عقود المبادلة أو غيرها من العقود النمطية. ٢– قواعد وشروط العضوية بالبورصة. ٣– كيفية الحصول على القيم والأسعار للأدوات أو المؤشرات أو السلع محل التعاقد. ٤– كيفية الإعلان عن أسعار التنفيذ والتسوية لكل نوع من أنواع العقود المنصوص عليها. ٥– لائحة التداول بالبورصة. ٦– الحد الأدنى من متطلبات الضمانة مقابل التنفيذ. ٧– المعايير المالية لتحقيق المساواة بين المتعاملين، ومنع التلاعب في السوق. ٨– وصف لنظام التداول، وإجراءات تنفيذ العمليات حتى تمام التسوية. ٩– نماذج الاتفاقات التي سوف تتعامل بها البورصة بما في ذلك تلك الاتفاقات المتعلقة بالعضوية، والتداول، وإتمام عمليات المقاصة والتسوية إلى تجريها البورصة بنفسها أو مع شركة مقاصة وتسوية بحسب الأحوال، ونماذج الاتفاقات الاستشارية مع الجهات ذات الخبرة. ١٠– الإجراءات التي تتخذها البورصة عند مخالفة قواعد العضوية أو قواعد التعامل في البورصة، ووسائل فض المنازعات التي تتيحها البورصة للمتعاملين فيها. ١١– نسخة من ميثاق الشرف الذي يبين فيه التزامات وواجبات أعضاء مجلس الإدارة، والعاملين بالبورصة، وأعضاء البورصة. ويجب على الهيئة دراسة طلب التراخيص ومرفقاته، ولها في سبيل ذلك أن تطلب المستندات والبيانات التي تراها لازمة للتحقق من استيفاء متطلبات الترخيص، وعلى الأخص ما يأتي: (أ) مدى مناسبة المقر لمزاولة النشاط. (ب) استيفاء التجهيزات الفنية اللازمة. (جـ) توافر الشروط والكفاءة والخبرة للقائمين على إدارة البورصة. (د) توافر نظم تأمين وحماية البيانات لنظم المعلومات والتداول والاتصالات. ويحدد مجلس إدارة الهيئة رسوم التراخيص بما لا يجاوز مائة ألف جنيه. ولا يجوز بعد صدور ترخيص بمزاولة النشاط للبورصة تعديل أي من اللوائح أو القواعد أو النماذج أو الإجراءات المشار إليها في هذه المادة إلا بعد الحصول على موافقة مسبقة من الهيئة.""""قانون سوق رأس المال - مادة (26 مكررًا / 3)"",""يتم التعامل على العقود ببورصة العقود الآجلة وفقًا للصيغ والشروط التي يقرها مجلس إدارة الهيئة. ويضع مجلس إدارة بورصة العقود الآجلة قواعد التداول اللازمة لضمان سلامة العمليات التي تجرى فيها وصحة الإجراءات المتبعة في شأنها، على أن تتضمن أسس تحديد أسعار التنفيذ بالعقود، والأسعار المرجعية للأدوات أو المنتجات أو السلع أو المؤشرات محل التعاقدات، وتوقيتات التداول، ونظام الضمانة وشروطه، وكيفية التعامل مع العقود التي تخالف الاشتراطات المعمول بها أو لا يتم الوفاء بها، ولا تكون هذه القواعد نافذة إلا بعد اعتمادها من الهيئة. ويكون للبورصة في سبيل أداء عملها الحصول على المعلومات من الشركات الأعضاء لديها والمرخص لها بالتعامل مع العقود، وعليها اتخاذ ما يلزم من إجراءات لحماية حرية المنافسة وضمان المساواة بين المتعاملين. وتلتزم البورصة بنشر المعلومات المرتبطة بالتعامل في سوق العقود، وإتاحتها للمستثمرين وللجمهور، من خلال موقعها الإلكتروني أو بأي وسيلة أخرى. كما تلتزم بتزويد الهيئة بالبيانات والتقارير الدورية التي يصدرها بتحديدها ومواعيد ودورية تقديمها قرار من مجلس إدارة الهيئة."
"""قانون سوق رأس المال - مادة (26 مكررًا / 4)""",يُصدر الوزير المختص بناءً على مقترح مجلس إدارة الهيئة قرارًا بمقابل الخدمات عن العمليات التي تتم في بورصة العقود الآجلة. وتتكون موارد البورصة من: ١– الموارد التي تحصلها طبقًا لأحكام هذا القانون. ٢– مقابل الخدمات التي تقدمها البورصة للمتعاملين معها. ٣– عائد استثمار أموالها. ٤– المنح والهبات التي تقدم لها، والقروض المحلية والخارجية التي تعقد لصالحها، وذلك وفقًا للقواعد المقررة في هذا الشأن.
"""قانون سوق رأس المال - مادة (26 مكررًا / 5)""",تتم عمليات المقاصة والتسوية للعقود التي يجرى التعامل عليها في بورصات العقود وفقًا لأحكام قانون الإيداع والقيد المركزي للأوراق المالية الصادر بالقانون رقم 93 لسنة 2000 ولائحته التنفيذية من خلال شركة مقاصة وتسوية مرخص لها بذلك من الهيئة، وفقًا للضوابط التي يصدر بها قرار مجلس إدارة الهيئة. وعلى الجهة المرخص لها بمباشرة عمليات المقاصة والتسوية إصدار لائحة بقواعد عمل المقاصة والتسوية، ولا تكون هذه اللائحة إلا بعد اعتمادها من الهيئة. وفي حالة التسوية المادية بالنسبة للعقود على السلع، يتم تسليم السلع محل العقود وفقًا للقواعد التي تضعها وحدة الإشراف والرقابة على المخازن المعتمدة للسلع. ويسري فيما عدا ما تقدم أحكام قانون الإيداع والقيد المركزي للأوراق المالية ولائحته التنفيذية.
"""قانون سوق رأس المال - مادة (26 مكررًا / 6)""",تُنشأ بالوزارة المختصة بالتجارة الداخلية وحدة مستقلة ذات طابع خاص تسمى «وحدة الإشراف والرقابة على المخازن المعتمدة للسلع» تتولى التنظيم والإشراف والرقابة على المخازن المعتمدة للسلع وعلى خبراء تصنيفها، ولها في سبيل ذلك على الأخص ما يأتي: وضع شروط ومتطلبات الترخيص بالمخازن المعتمدة للسلع، وقواعد عملها. الترخيص للمخازن المعتمدة للسلع بالعمل. وضع شروط ومتطلبات الترخيص لخبراء تصنيف السلع، وشروط استمرار الترخيص. الترخيص لخبراء تصنيف السلع. إصدار دليل الإجراءات المرتبطة بالتسوية المادية بالتنسيق مع الجهة المختصة بالمقاصة والتسوية للعقود المتداولة. تحديد آلية توفير الأسعار المرجعية للتداولات الحاضرة للمختلف السلع، وبالأخص السلع محل التعاقدات في بورصة العقود الآجلة. التفتيش على المخازن. التفتيش على أعمال خبراء تصنيف السلع. فحص الأنزعة المتعلقة بالسلع، وتصنيفها، وتحديد معايير ودرجة جودتها، وما يتصل بأعمال خبراء تصنيف السلع. طلب تحريك الدعوى الجنائية من الهيئة في شأن مخالفات الجهات القائمة على إدارة المخازن المعتمدة للسلع أو مخالفات خبراء تصنيف السلع.
"""قانون سوق رأس المال - مادة (26 مكررًا / 7)""",يكون لوحدة الإشراف والرقابة على المخازن المعتمدة للسلع مجلس أمناء، يصدر بتشكيله وتحديد المعاملة المالية لأعضائه قرار من الوزير المختص بالتجارة الداخلية. ويتضمن تشكيل مجلس الأمناء ممثلين عن الجهات الآتية: ممثلان عن وزارة التموين والتجارة الداخلية، يحددهما الوزير المختص. ممثل عن وزارة التجارة والصناعة، يحدده الوزير المختص. ممثل عن وزارة المالية، يحدده الوزير المختص. ممثل عن البنك المركزي المصري، يحدده محافظ البنك المركزي. ممثل عن الهيئة العامة للرقابة المالية، يحدده رئيسها. ممثل عن بورصة العقود الآجلة، ويحدده رئيس هذه البورصة. ثلاثة خبراء في المجالات ذات الصلة يختار اثنان منهم الوزير المختص بالتجارة الداخلية ويختار الثالث رئيس الهيئة. ويعين الوزير المختص بالتجارة الداخلية رئيس مجلس الأمناء من بين أعضاء المجلس، كما يصدر قرارًا بالنظام الأساسي واللوائح المالية والإدارية والهيكل التنظيمي للوحدة دون التقيد بالنظم والقواعد المعمول بها في الحكومة والقطاع العام وقطاع الأعمال العام، على أن يتضمن النظام الأساسي للوحدة ما يلي: نظام عمل الوحدة واختصاصاتها. تنظيم الوحدة. اختصاصات مجلس الأمناء. تنظيم اجتماعات مجلس الأمناء. تعيين المدير التنفيذي للوحدة، وتحديد المعاملة المالية له.
"""قانون سوق رأس المال - مادة (26 مكررًا / 8)""",تتكون موارد وحدة الإشراف والرقابة على المخازن المعتمدة للسلع من: (أ) ما تخصصه الدولة لها من أموال وأصول. (ب) مقابل الترخيص للمخازن المعتمدة للسلع وخبراء التصنيف. (جـ) مقابل الخدمات التي تقدمها الوحدة، ومقابل الإشراف على المخازن المعتمد للسلع والأنشطة المرتبطة بها. (د) عائد استثمار أموال الوحدة. ويصدر قرار من الوزير المختص بالتجارة الداخلية بتحديد مقابل الخدمات المشار إليها بناءً على اقتراح من مجلس أمناء الوحدة. وتكون للوحدة موازنة مستقلة، وتبدأ السنة المالية لها مع بداية السنة المالية للدولة وتنتهي بنهايتها. كما تكون للوحدة حسابات مصرفية خاصة بها في بنك أو أكثر من البنوك الخاضعة لإشراف ورقابة البنك المركزي المصري، تودع فيها مواردها.
"""قانون سوق رأس المال - مادة (26 مكررًا / 9)""",يتم تنفيذ العمليات داخل بورصة العقود الآجلة بواسطة منفذي الأوامر بشركات الوساطة لحساب العملاء والأعضاء المتعاملين لحسابهم الخاص. وتمسك البورصة سجلاً يقيد فيه الأعضاء والجهات المشار إليها في الفقرة السابقة التي تباشر نشاطها به، ويحدد النظام الأساسي قواعد العضوية بالبورصة، ومقابل القيد بالسجل والاشتراك السنوي. ويتم تأسيس شركات الوساطة في العقود الآجلة وفقًا لأحكام المادة (27) من هذا القانون، كما يجوز الترخيص بممارسة نشاط الوساطة في العقود لشركات الوساطة في الأوراق المالية، وفقًا للقواعد التي يصدر بها مجلس إدارة الهيئة.
"""قانون سوق رأس المال - مادة (26 مكررًا / 10)""",لا يجوز أن يقل رأس المال المصدر والمدفوع نقدًا لشركات الوساطة في العقود الآجلة عن عشرة ملايين جنيه مصري. ويحدد مجلس إدارة الهيئة شروط الترخيص لشركات الوساطة على أن تتضمن ما يأتي: ١– شروط تجهيز المقر، والتقارير الداخلية الواجب إصدارها، والقواعد الداخلية للرقابة، والكفاءة والخبرة للقائمين على إدارة الشركة، ونظم المعلومات الواجب توافرها. ٢– معايير الملاءة المالية لشركة الوساطة والتي يجب الالتزام بها طوال مدة مزاولة النشاط. ٣– أداء تأمين تحدد قيمته، والقواعد والإجراءات المنظمة للخصم منه، وأحوال وإجراءات استكماله، وإدارة حصيلته. ٤– رسوم الترخيص بما لا يجاوز عشرة آلاف جنيه. ٥– ألا يكون قد سبق الحكم على أحد مؤسسي الشركة أو مديريها أو أحد أعضاء مجلس الإدارة خلال الخمس سنوات السابقة على تقديم طلب الترخيص بعقوبة جنائية أو جنحة في جريمة ماسة بالشرف أو الأمانة، أو إحدى الجرائم المنصوص عليها في قوانين الشركات أو التجارة، أو الحكم بإشهار إفلاسه، ما لم يكن قد رد اعتباره. كما يحدد مجلس إدارة الهيئة شروط ومتطلبات الترخيص الواجب توافرها في الأعضاء المتعاملين على العقود.
"""قانون سوق رأس المال - مادة (26 مكررًا / 11)""",لا يجوز لأي شركة وساطة أن تفتح حسابًا لأي عميل إلا بعد الإفصاح اللازم له عن المخاطر المرتبطة بالتعامل في العقود الآجلة، ويحظر على الشركة أن تضمن للعميل عدم تحقق أي خسائر عن التعامل في بورصة العقود الآجلة، أو وضع حد أقصى لها بحسب الأحوال، أو عدم الخصم من الضمان النقدي المودع لديها حسابه لتغطية مركزه، وذلك كله وفقًا للقواعد التي تضعها بورصة العقود وتعتمدها الهيئة، ويجب أن تشمل تلك القواعد بالإضافة إلى ما سبق ما يأتي: (أ) ضوابط الإعلان عن الخدمات التي تقدمها شركة الوساطة وأنواع العقود. (ب) متطلبات الإفصاح وفقًا لفئات العملاء المختلفة. (جـ) ضوابط التعامل مع شكاوى العملاء. (د) ما يجب أن يتضمنه ملف العميل. (هـ) وسائل إخطار عملاء الشركة وبيانات الإخطار وتوقيتاتها. وتلتزم شركات الوساطة في بورصات العقود الآجلة بالاشتراك في صندوق تأمين المتعاملين المشار إليه في المادة (23) من هذا القانون، وذلك لتغطية المخاطر غير التجارية الناشئة عن أنشطة الشركات العاملة في بورصات العقود الآجلة. ويصدر رئيس مجلس الوزراء قرارًا بقواعد تحديد اشتراك الشركات العاملة في بورصات العقود الآجلة في عضوية مجلس إدارة الصندوق المشار إليه، ونسبة مساهمة كل شركة في موارده، ومقابل التأخير في الوفاء بهذه المساهمة، وأي مبالغ تستحق للصندوق نتيجة التأخير عن المواعيد المحددة للوفاء بها، وكذلك قواعد إنفاق هذه الموارد واستثمارها. ويحدد القرار ما يجب اتباعه في شأن الحسابات الخاصة بالمتعاملين في الأوراق المالية، والحسابات الخاصة بالمتعاملين ببورصات العقود الآجلة، وضوابط الصرف من هذه الحسابات على المخاطر التي يغطيها الصندوق.
"""قانون سوق رأس المال - مادة (26 مكررًا / 12)""",يجوز لشركة الوساطة التعامل في العقود لحسابها بشرط الإفصاح لبورصة العقود الآجلة والهيئة عن كافة تعاملات الشركة لحسابها الخاص أو لحساب العاملين بها، وذلك وفقًا للإجراءات التي تضعها البورصة وتعتمدها الهيئة. وتلتزم الشركة عند قيامها بالتعامل لحسابها بإعطاء الأولوية لأوامر العملاء، ويحظر عليها الدخول في تعاقد بالبيع أو الشراء مع أحد عملائها دون الحصول على موافقته المسبقة كتابة، وبمراعاة الضوابط التي تضعها الهيئة.
"""قانون سوق رأس المال - مادة (26 مكررًا / 13)""",تسري أحكام المادة (20 مكررًا) من هذا القانون على الأشخاص الطبيعيين العاملين لدى بورصة العقود الآجلة، أو شركات الوساطة في العقود الآجلة والأعضاء المتعاملين على السلع، وكل من لديه معلومات غير مفصح عنها للكافة عن العقود محل التعامل والسلع والأوراق المالية ذات الارتباط بهذه العقود.
"""قانون سوق رأس المال - مادة (26 مكررًا / 14)""",تسري على المتعاملين في بورصات العقود الآجلة أحكام المادتين (21)، (21 مكررًا) من هذا القانون.
